,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,NS_2,NS_1,AP.7,AP.8,AP.9,AP.10,CR.1,CR.2,CR.3,CR.4,CR.5,CR.6,CR.7,CR.8,CR.9,CR.10
GSM2674214,1.0,0.9181300533955059,0.952796601963937,0.9020510615794044,0.926883277536812,0.902610028666665,0.9620466165351004,0.8820309397288657,0.9036332336673311,0.8851006759194802,0.9601309261343164,0.8981135433251363,0.897596782232859,0.9013651997534748,0.9051896146013733,0.8927364293157202,0.8923108146823259,0.9165993848080563,0.8549055496707331,0.88509896909754,0.9529388264117474,0.9419756643276834,0.9268235688592573,0.9347587310944275,0.935390713365987,0.9548158699913786,0.9193851995370109,0.9322932829952517,0.923438773322687,0.9486879639871403,0.9495345977107805,0.9392509600252373,0.9339676256132591,0.9443977207839578,0.9235332045259236,0.9442384752261267
GSM2674208,0.9181300533955059,1.0,0.935917333344219,0.9229410846080487,0.9318429710355844,0.9248838749843238,0.8906623930883127,0.9164391367300193,0.9110898909395635,0.9096619116078888,0.9049796375395743,0.910808220731311,0.9089270941455191,0.8888416139468308,0.9250612997281484,0.9260070382105876,0.9287719777437119,0.9413690430920602,0.8904049634961176,0.9334317119579709,0.9004909062005483,0.9065916985888257,0.8956262750933498,0.9086277226294417,0.9145563314973566,0.922310639595653,0.9041410324423721,0.9191620276615038,0.9194628412818387,0.9174908806094663,0.9184929850815546,0.9293541929091356,0.8972118494311623,0.9110935865780444,0.9162419315051671,0.9115315192804205
GSM2674209,0.952796601963937,0.935917333344219,1.0,0.9279863242043583,0.9355458124229228,0.9381854619962846,0.9353758426610231,0.9124758203216791,0.9220136131507486,0.9208181900113088,0.9384276479379156,0.913559009395931,0.9187771116658268,0.9038783539964154,0.9359836112482128,0.922648956519209,0.9292687840749088,0.9431405755616709,0.9012313085636051,0.9206048462309231,0.9365140747921419,0.9397309565212343,0.9239162233725197,0.9318735715717815,0.9366270745185422,0.9446536839948958,0.9279304337485543,0.9434684522845215,0.9395560250901274,0.9442637035540691,0.9449232260015996,0.9523468463989737,0.9267329059663766,0.9388319898864562,0.9306905348844854,0.9409815983019872
GSM2674210,0.9020510615794044,0.9229410846080487,0.9279863242043583,1.0,0.8942025921744171,0.9411319777226638,0.858801563201817,0.9221028934476261,0.9218561090226614,0.9336341722092396,0.8961130516115201,0.908125770526614,0.91169265600403,0.8858716907805256,0.9216019152754608,0.9049469708720701,0.9249703372201413,0.9211072274739726,0.8940437260769847,0.9249060331277058,0.8757096827770121,0.8704482539240559,0.8746720680983383,0.8792193824318861,0.8844917494385783,0.8887775844926238,0.86997262840789,0.8891597826627549,0.8799939994863212,0.8895796152859758,0.8898237502189761,0.8982452889978793,0.8736017435178055,0.8808621109705522,0.8747022633311635,0.8855916337295321
GSM2674211,0.926883277536812,0.9318429710355844,0.9355458124229228,0.8942025921744171,1.0,0.909731819626804,0.9020117495692768,0.9065330715553195,0.8981807368035549,0.91599090340495,0.9095696988392736,0.9158560425612293,0.924876673331258,0.898756417327149,0.922586450763147,0.9225218969550437,0.9244458278118414,0.9505846474455474,0.8977015538287383,0.9104590823893266,0.91920805395947,0.9198563540839267,0.909895450924746,0.9318936123871595,0.9337587117670332,0.9315159989285605,0.9265205028783744,0.9353235026478866,0.9335351372282049,0.934944540508282,0.9360368774402684,0.9416407553431759,0.9215047467095531,0.9299155873146622,0.9269908605964475,0.9244319820239804
GSM2674212,0.902610028666665,0.9248838749843238,0.9381854619962846,0.9411319777226638,0.909731819626804,1.0,0.866031792389103,0.9277569523127454,0.9206486994839271,0.9330093026582856,0.885001711403337,0.8960360268275731,0.926612309269176,0.8714733537227815,0.9312101985323454,0.9119683687665209,0.9400528938588858,0.9299734903657566,0.9106298935963352,0.9249469517949894,0.8773190124080361,0.876044118056748,0.8826760620080748,0.8860174989375436,0.8992814455052842,0.9027238777968895,0.8816216933639812,0.89620632267518,0.8933612390197421,0.8998356703372341,0.9014406969198976,0.9069703380557469,0.8859813130912796,0.8898547468631824,0.8863469953211753,0.8991771750182009
GSM2674213,0.9620466165351004,0.8906623930883127,0.9353758426610231,0.858801563201817,0.9020117495692768,0.866031792389103,1.0,0.8376902518782117,0.8795425899759605,0.8457866688467995,0.9585710700697895,0.868208741436279,0.8616710306225213,0.8802517476751238,0.877252775678864,0.8530329873734962,0.8623038646389131,0.8751689136377039,0.8272964089007783,0.8448611455405937,0.9522509732236263,0.9462963957919528,0.9177467787235986,0.9213496095596527,0.9259707123803448,0.9443471588623773,0.904832654923229,0.9164793504297241,0.9123667592548843,0.9372494594300503,0.9426020974406965,0.9290865626209155,0.9247438224656096,0.9353936581366668,0.9092827288756261,0.9353821960819642
GSM2674215,0.8820309397288657,0.9164391367300193,0.9124758203216791,0.9221028934476261,0.9065330715553195,0.9277569523127454,0.8376902518782117,1.0,0.9083800184649847,0.9286740323100464,0.8654901421066998,0.9009419093049422,0.9045584000698653,0.8755584398832706,0.9100791866774427,0.9108858921763464,0.9202692246297599,0.9266520583726628,0.895547432894131,0.9252811742275184,0.8562028672901385,0.857560977740064,0.875671178278389,0.8639093117940367,0.8867973612596849,0.8756555470152851,0.8582298745653714,0.8737074238227855,0.8744150207303382,0.873155734123871,0.8824927840460178,0.8920513980507377,0.8677064470226518,0.8615491984714431,0.8621581937479696,0.8775502585067052
GSM2674216,0.9036332336673311,0.9110898909395635,0.9220136131507486,0.9218561090226614,0.8981807368035549,0.9206486994839271,0.8795425899759605,0.9083800184649847,1.0,0.9127373577189603,0.8982344015455501,0.9023962810935666,0.9053215503952902,0.9042506170003912,0.9183864324244662,0.9062782181114154,0.9111607785346173,0.91438199107734,0.903395486877253,0.8996752365337607,0.8682351877340382,0.8745390282482011,0.8696860203834305,0.8795944777844144,0.8775911548574082,0.8972591012261992,0.8700385421076626,0.8847509624818365,0.8801220937652792,0.8884869492752808,0.8911673541901649,0.8967440447468841,0.8831354678175664,0.8901449995411187,0.886106947930208,0.8883242772048999
GSM2674197,0.8851006759194802,0.9096619116078888,0.9208181900113088,0.9336341722092396,0.91599090340495,0.9330093026582856,0.8457866688467995,0.9286740323100464,0.9127373577189603,1.0,0.8756774424222145,0.9021671729431007,0.9258196963400496,0.87742394043133,0.9149801875520556,0.9145301943675039,0.9427266074472062,0.9298409402778359,0.9274886414818952,0.926938292159708,0.8741066969189167,0.8719839437914101,0.8786033977328971,0.886233723582244,0.8907512391064613,0.8869382523257542,0.881304426245569,0.8946470974309952,0.8899876022187603,0.8928746997279838,0.8950985291832894,0.9012454333151614,0.8813075015001245,0.8810692833478821,0.8792350352530489,0.8867979251267175
GSM2674198,0.9601309261343164,0.9049796375395743,0.9384276479379156,0.8961130516115201,0.9095696988392736,0.885001711403337,0.9585710700697895,0.8654901421066998,0.8982344015455501,0.8756774424222145,1.0,0.8979178279689842,0.8882183737552789,0.9003446412602363,0.899865161026162,0.8720616890410142,0.8817518538355464,0.8909436504393251,0.8463696480918118,0.8668207954047813,0.9532636839803112,0.9376187643542142,0.9227243204701298,0.9307864353064172,0.9226791053793169,0.9451424619172767,0.913034757605623,0.9250838125239388,0.916680379677549,0.945212482717105,0.9470316546743255,0.9355100213225503,0.9318081382545039,0.9406560699438676,0.9127864727213071,0.9387487600537899
GSM2674199,0.8981135433251363,0.910808220731311,0.913559009395931,0.908125770526614,0.9158560425612293,0.8960360268275731,0.868208741436279,0.9009419093049422,0.9023962810935666,0.9021671729431007,0.8979178279689842,1.0,0.8985208132491115,0.9074189333080517,0.920880121441348,0.903299554442432,0.9023294509271381,0.9245997967669388,0.8791076994653282,0.9125360641356992,0.8722190006304825,0.8728900938827266,0.8593978687850566,0.8711019552101387,0.8756312571947709,0.8842526600768554,0.8685416650734306,0.8894517329619294,0.879979187800558,0.8838204909245261,0.8831730865423353,0.8941082259115586,0.8629130598806201,0.8759679134217451,0.8717661113405363,0.8754689730353422
GSM2674200,0.897596782232859,0.9089270941455191,0.9187771116658268,0.91169265600403,0.924876673331258,0.926612309269176,0.8616710306225213,0.9045584000698653,0.9053215503952902,0.9258196963400496,0.8882183737552789,0.8985208132491115,1.0,0.886282752255687,0.9118354659832624,0.9026882118909525,0.9330264166057107,0.9253950803233769,0.9065194374708894,0.9173306087333092,0.8822238482134916,0.8743664052128494,0.8798600483198419,0.8986654859219697,0.897685494714174,0.8998766133405287,0.8885264431300817,0.9018644766496526,0.8972591830324612,0.9091587514192383,0.9049412976992022,0.9066365048057033,0.8922978996603058,0.8965923774867496,0.8914858233309602,0.8975866838815153
GSM2674201,0.9013651997534748,0.8888416139468308,0.9038783539964154,0.8858716907805256,0.898756417327149,0.8714733537227815,0.8802517476751238,0.8755584398832706,0.9042506170003912,0.87742394043133,0.9003446412602363,0.9074189333080517,0.886282752255687,1.0,0.8749744216406823,0.876402493662619,0.8845744498164423,0.8903260399878469,0.8577644302181833,0.8673172210271203,0.8720986403878265,0.8689057812802525,0.8642119108724247,0.87703236404035,0.8764163735872031,0.8931550757848156,0.8625813498842733,0.8730943124989311,0.87542687394973,0.8850180178045395,0.8902024858851797,0.8902924811818637,0.8743821107006219,0.8773403779084641,0.8666290365436564,0.8834300957875831
GSM2674202,0.9051896146013733,0.9250612997281484,0.9359836112482128,0.9216019152754608,0.922586450763147,0.9312101985323454,0.877252775678864,0.9100791866774427,0.9183864324244662,0.9149801875520556,0.899865161026162,0.920880121441348,0.9118354659832624,0.8749744216406823,1.0,0.9187977000914006,0.9214773473418756,0.9373690199073473,0.898766159979363,0.921254585199664,0.8815475419651314,0.8890281596869765,0.8838774679504576,0.8874125218312445,0.8955747432568482,0.9010490758279479,0.8837213836300657,0.8994275293331809,0.889294591221155,0.8963484861796654,0.8993479960290309,0.9081158715443073,0.8888466566110285,0.8941899455079793,0.893783813632927,0.8963496738473726
GSM2674203,0.8927364293157202,0.9260070382105876,0.922648956519209,0.9049469708720701,0.9225218969550437,0.9119683687665209,0.8530329873734962,0.9108858921763464,0.9062782181114154,0.9145301943675039,0.8720616890410142,0.903299554442432,0.9026882118909525,0.876402493662619,0.9187977000914006,1.0,0.9256452429221081,0.9449952069016998,0.9009080003280906,0.9327377290013644,0.8707552148579838,0.8811738688994131,0.8652395022019491,0.8936693185263667,0.8860012582290105,0.8958826783014546,0.8947331217778769,0.9061211816179848,0.9014219268690552,0.8944253295305727,0.8885046951314027,0.9046859774365779,0.8752295976117997,0.890312117129594,0.903327188499754,0.8810277684084075
GSM2674204,0.8923108146823259,0.9287719777437119,0.9292687840749088,0.9249703372201413,0.9244458278118414,0.9400528938588858,0.8623038646389131,0.9202692246297599,0.9111607785346173,0.9427266074472062,0.8817518538355464,0.9023294509271381,0.9330264166057107,0.8845744498164423,0.9214773473418756,0.9256452429221081,1.0,0.938327985897108,0.9444063723751648,0.9465179195180125,0.8848860343710159,0.8933906142456912,0.8851273778004332,0.9048667358427143,0.9093341380918293,0.9077484922807454,0.9012458434384378,0.9112406236190133,0.9147434553499151,0.9085014190670296,0.910942492698384,0.9194224830728887,0.8919123091027845,0.9001685591570081,0.8992193952913612,0.9045396850610432
GSM2674205,0.9165993848080563,0.9413690430920602,0.9431405755616709,0.9211072274739726,0.9505846474455474,0.9299734903657566,0.8751689136377039,0.9266520583726628,0.91438199107734,0.9298409402778359,0.8909436504393251,0.9245997967669388,0.9253950803233769,0.8903260399878469,0.9373690199073473,0.9449952069016998,0.938327985897108,1.0,0.9127056859238244,0.9457344572202409,0.8992664948045871,0.9049801549778904,0.8951868147770572,0.9178962611848981,0.9164111978688978,0.9185239012612363,0.9176763132265097,0.9332538303590912,0.9268913058064301,0.9215569009663562,0.9153500808225749,0.9332493459343105,0.9014080539396385,0.9157673424535357,0.9257225435049578,0.9093847221366506
GSM2674206,0.8549055496707331,0.8904049634961176,0.9012313085636051,0.8940437260769847,0.8977015538287383,0.9106298935963352,0.8272964089007783,0.895547432894131,0.903395486877253,0.9274886414818952,0.8463696480918118,0.8791076994653282,0.9065194374708894,0.8577644302181833,0.898766159979363,0.9009080003280906,0.9444063723751648,0.9127056859238244,1.0,0.920887059760359,0.8479109822115997,0.8656360285559717,0.8519322290566165,0.8739101014116404,0.8756956848106349,0.8731206148497693,0.8729481408870444,0.8803676432884243,0.8837468511382027,0.8730202214339902,0.8730823492009726,0.8888312662992652,0.8615557918791861,0.8690092829583724,0.874334423086823,0.8707382321487299
GSM2674207,0.88509896909754,0.9334317119579709,0.9206048462309231,0.9249060331277058,0.9104590823893266,0.9249469517949894,0.8448611455405937,0.9252811742275184,0.8996752365337607,0.926938292159708,0.8668207954047813,0.9125360641356992,0.9173306087333092,0.8673172210271203,0.921254585199664,0.9327377290013644,0.9465179195180125,0.9457344572202409,0.920887059760359,1.0,0.8642777926260693,0.8793407397985902,0.8628268595083511,0.8793289511746769,0.8869818211606328,0.8891999785384915,0.8809980070710636,0.8981230110539723,0.8962971379292496,0.8835519921396146,0.8822682335954655,0.9022317850102027,0.862052086261012,0.8794308705608517,0.8897837522808671,0.8765944192827584
NS_2,0.9529388264117474,0.9004909062005483,0.9365140747921419,0.8757096827770121,0.91920805395947,0.8773190124080361,0.9522509732236263,0.8562028672901385,0.8682351877340382,0.8741066969189167,0.9532636839803112,0.8722190006304825,0.8822238482134916,0.8720986403878265,0.8815475419651314,0.8707552148579838,0.8848860343710159,0.8992664948045871,0.8479109822115997,0.8642777926260693,1.0,0.9667421282451475,0.9457395500011696,0.9512014273413072,0.9445515520890263,0.949287600792732,0.9320848405025032,0.941151428123561,0.9316054591516141,0.9629636533265079,0.9597551275695397,0.9436245696309701,0.9430033925068757,0.9513237057756425,0.9192233927617594,0.9507782512717674
NS_1,0.9419756643276834,0.9065916985888257,0.9397309565212343,0.8704482539240559,0.9198563540839267,0.876044118056748,0.9462963957919528,0.857560977740064,0.8745390282482011,0.8719839437914101,0.9376187643542142,0.8728900938827266,0.8743664052128494,0.8689057812802525,0.8890281596869765,0.8811738688994131,0.8933906142456912,0.9049801549778904,0.8656360285559717,0.8793407397985902,0.9667421282451475,1.0,0.9451173917140776,0.9487440570676037,0.9544447638735252,0.9453541922504107,0.9468343467414474,0.9499804464186699,0.945345156115918,0.9450140051765561,0.9525011831583702,0.9544431185359304,0.9385800653418879,0.9517668570022246,0.9294550381272417,0.9578397563358577
AP.7,0.9268235688592573,0.8956262750933498,0.9239162233725197,0.8746720680983383,0.909895450924746,0.8826760620080748,0.9177467787235986,0.875671178278389,0.8696860203834305,0.8786033977328971,0.9227243204701298,0.8593978687850566,0.8798600483198419,0.8642119108724247,0.8838774679504576,0.8652395022019491,0.8851273778004332,0.8951868147770572,0.8519322290566165,0.8628268595083511,0.9457395500011696,0.9451173917140776,1.0,0.9329378738883454,0.9635093016939976,0.9273250296884809,0.9103239672207512,0.9134584970460888,0.9141745477176311,0.9304953841794709,0.9609283260863888,0.9458942792050206,0.9635635879023711,0.9252302238649021,0.8928065351509883,0.9593176087074347
AP.8,0.9347587310944275,0.9086277226294417,0.9318735715717815,0.8792193824318861,0.9318936123871595,0.8860174989375436,0.9213496095596527,0.8639093117940367,0.8795944777844144,0.886233723582244,0.9307864353064172,0.8711019552101387,0.8986654859219697,0.87703236404035,0.8874125218312445,0.8936693185263667,0.9048667358427143,0.9178962611848981,0.8739101014116404,0.8793289511746769,0.9512014273413072,0.9487440570676037,0.9329378738883454,1.0,0.9437404271844805,0.9632446696249296,0.9701431222554693,0.9620338907829126,0.9633560182328872,0.9691090934269339,0.960209152509246,0.9614014812105929,0.9585238364920815,0.9684540607891913,0.9567061329901418,0.9587578044506704
AP.9,0.935390713365987,0.9145563314973566,0.9366270745185422,0.8844917494385783,0.9337587117670332,0.8992814455052842,0.9259707123803448,0.8867973612596849,0.8775911548574082,0.8907512391064613,0.9226791053793169,0.8756312571947709,0.897685494714174,0.8764163735872031,0.8955747432568482,0.8860012582290105,0.9093341380918293,0.9164111978688978,0.8756956848106349,0.8869818211606328,0.9445515520890263,0.9544447638735252,0.9635093016939976,0.9437404271844805,1.0,0.9435346053009104,0.9317855354606605,0.9408783317928988,0.9462562246180826,0.9441117968981481,0.9655393107217422,0.9597544948740587,0.9576707904198277,0.9435480441704841,0.9195821776882865,0.9650461748842348
AP.10,0.9548158699913786,0.922310639595653,0.9446536839948958,0.8887775844926238,0.9315159989285605,0.9027238777968895,0.9443471588623773,0.8756555470152851,0.8972591012261992,0.8869382523257542,0.9451424619172767,0.8842526600768554,0.8998766133405287,0.8931550757848156,0.9010490758279479,0.8958826783014546,0.9077484922807454,0.9185239012612363,0.8731206148497693,0.8891999785384915,0.949287600792732,0.9453541922504107,0.9273250296884809,0.9632446696249296,0.9435346053009104,1.0,0.9471239404459195,0.9470197098013828,0.9544082500139212,0.961444024985389,0.9620372627407646,0.957727548776572,0.9459831046130265,0.9599653809897022,0.9487602387727915,0.9569739608385651
CR.1,0.9193851995370109,0.9041410324423721,0.9279304337485543,0.86997262840789,0.9265205028783744,0.8816216933639812,0.904832654923229,0.8582298745653714,0.8700385421076626,0.881304426245569,0.913034757605623,0.8685416650734306,0.8885264431300817,0.8625813498842733,0.8837213836300657,0.8947331217778769,0.9012458434384378,0.9176763132265097,0.8729481408870444,0.8809980070710636,0.9320848405025032,0.9468343467414474,0.9103239672207512,0.9701431222554693,0.9317855354606605,0.9471239404459195,1.0,0.9742267840246431,0.9690003268852301,0.959554927302914,0.9431304735204817,0.9617536222311853,0.9394009941311235,0.9625139907975359,0.9563281187049688,0.9465571840754113
CR.2,0.9322932829952517,0.9191620276615038,0.9434684522845215,0.8891597826627549,0.9353235026478866,0.89620632267518,0.9164793504297241,0.8737074238227855,0.8847509624818365,0.8946470974309952,0.9250838125239388,0.8894517329619294,0.9018644766496526,0.8730943124989311,0.8994275293331809,0.9061211816179848,0.9112406236190133,0.9332538303590912,0.8803676432884243,0.8981230110539723,0.941151428123561,0.9499804464186699,0.9134584970460888,0.9620338907829126,0.9408783317928988,0.9470197098013828,0.9742267840246431,1.0,0.9749434742949673,0.9676016810796227,0.9504025902839999,0.9716813986809589,0.9369565477145081,0.9665490846103411,0.9605470211513983,0.948112359742776
CR.3,0.923438773322687,0.9194628412818387,0.9395560250901274,0.8799939994863212,0.9335351372282049,0.8933612390197421,0.9123667592548843,0.8744150207303382,0.8801220937652792,0.8899876022187603,0.916680379677549,0.879979187800558,0.8972591830324612,0.87542687394973,0.889294591221155,0.9014219268690552,0.9147434553499151,0.9268913058064301,0.8837468511382027,0.8962971379292496,0.9316054591516141,0.945345156115918,0.9141745477176311,0.9633560182328872,0.9462562246180826,0.9544082500139212,0.9690003268852301,0.9749434742949673,1.0,0.960506260225452,0.9564784797938782,0.9733804107197208,0.9399268879423749,0.9610882640612856,0.9543133866286,0.9530036250790954
CR.4,0.9486879639871403,0.9174908806094663,0.9442637035540691,0.8895796152859758,0.934944540508282,0.8998356703372341,0.9372494594300503,0.873155734123871,0.8884869492752808,0.8928746997279838,0.945212482717105,0.8838204909245261,0.9091587514192383,0.8850180178045395,0.8963484861796654,0.8944253295305727,0.9085014190670296,0.9215569009663562,0.8730202214339902,0.8835519921396146,0.9629636533265079,0.9450140051765561,0.9304953841794709,0.9691090934269339,0.9441117968981481,0.961444024985389,0.959554927302914,0.9676016810796227,0.960506260225452,1.0,0.9670501211851613,0.9653039200863247,0.9597665261931727,0.9758607377768095,0.955058095133804,0.963599145973764
CR.5,0.9495345977107805,0.9184929850815546,0.9449232260015996,0.8898237502189761,0.9360368774402684,0.9014406969198976,0.9426020974406965,0.8824927840460178,0.8911673541901649,0.8950985291832894,0.9470316546743255,0.8831730865423353,0.9049412976992022,0.8902024858851797,0.8993479960290309,0.8885046951314027,0.910942492698384,0.9153500808225749,0.8730823492009726,0.8822682335954655,0.9597551275695397,0.9525011831583702,0.9609283260863888,0.960209152509246,0.9655393107217422,0.9620372627407646,0.9431304735204817,0.9504025902839999,0.9564784797938782,0.9670501211851613,1.0,0.9684472205508422,0.9703957331230277,0.9605168838780157,0.9312846307071682,0.9748493218374992
CR.6,0.9392509600252373,0.9293541929091356,0.9523468463989737,0.8982452889978793,0.9416407553431759,0.9069703380557469,0.9290865626209155,0.8920513980507377,0.8967440447468841,0.9012454333151614,0.9355100213225503,0.8941082259115586,0.9066365048057033,0.8902924811818637,0.9081158715443073,0.9046859774365779,0.9194224830728887,0.9332493459343105,0.8888312662992652,0.9022317850102027,0.9436245696309701,0.9544431185359304,0.9458942792050206,0.9614014812105929,0.9597544948740587,0.957727548776572,0.9617536222311853,0.9716813986809589,0.9733804107197208,0.9653039200863247,0.9684472205508422,1.0,0.9576233202473011,0.9628334511894436,0.9515987236855006,0.9668912177322688
CR.7,0.9339676256132591,0.8972118494311623,0.9267329059663766,0.8736017435178055,0.9215047467095531,0.8859813130912796,0.9247438224656096,0.8677064470226518,0.8831354678175664,0.8813075015001245,0.9318081382545039,0.8629130598806201,0.8922978996603058,0.8743821107006219,0.8888466566110285,0.8752295976117997,0.8919123091027845,0.9014080539396385,0.8615557918791861,0.862052086261012,0.9430033925068757,0.9385800653418879,0.9635635879023711,0.9585238364920815,0.9576707904198277,0.9459831046130265,0.9394009941311235,0.9369565477145081,0.9399268879423749,0.9597665261931727,0.9703957331230277,0.9576233202473011,1.0,0.9600625309407941,0.9257467762808672,0.9725247242726938
CR.8,0.9443977207839578,0.9110935865780444,0.9388319898864562,0.8808621109705522,0.9299155873146622,0.8898547468631824,0.9353936581366668,0.8615491984714431,0.8901449995411187,0.8810692833478821,0.9406560699438676,0.8759679134217451,0.8965923774867496,0.8773403779084641,0.8941899455079793,0.890312117129594,0.9001685591570081,0.9157673424535357,0.8690092829583724,0.8794308705608517,0.9513237057756425,0.9517668570022246,0.9252302238649021,0.9684540607891913,0.9435480441704841,0.9599653809897022,0.9625139907975359,0.9665490846103411,0.9610882640612856,0.9758607377768095,0.9605168838780157,0.9628334511894436,0.9600625309407941,1.0,0.9553264422717039,0.9649555097672692
CR.9,0.9235332045259236,0.9162419315051671,0.9306905348844854,0.8747022633311635,0.9269908605964475,0.8863469953211753,0.9092827288756261,0.8621581937479696,0.886106947930208,0.8792350352530489,0.9127864727213071,0.8717661113405363,0.8914858233309602,0.8666290365436564,0.893783813632927,0.903327188499754,0.8992193952913612,0.9257225435049578,0.874334423086823,0.8897837522808671,0.9192233927617594,0.9294550381272417,0.8928065351509883,0.9567061329901418,0.9195821776882865,0.9487602387727915,0.9563281187049688,0.9605470211513983,0.9543133866286,0.955058095133804,0.9312846307071682,0.9515987236855006,0.9257467762808672,0.9553264422717039,1.0,0.9302880063518437
CR.10,0.9442384752261267,0.9115315192804205,0.9409815983019872,0.8855916337295321,0.9244319820239804,0.8991771750182009,0.9353821960819642,0.8775502585067052,0.8883242772048999,0.8867979251267175,0.9387487600537899,0.8754689730353422,0.8975866838815153,0.8834300957875831,0.8963496738473726,0.8810277684084075,0.9045396850610432,0.9093847221366506,0.8707382321487299,0.8765944192827584,0.9507782512717674,0.9578397563358577,0.9593176087074347,0.9587578044506704,0.9650461748842348,0.9569739608385651,0.9465571840754113,0.948112359742776,0.9530036250790954,0.963599145973764,0.9748493218374992,0.9668912177322688,0.9725247242726938,0.9649555097672692,0.9302880063518437,1.0
