,GSM2674214,GSM2674208,GSM2674209,GSM2674210,GSM2674211,GSM2674212,GSM2674213,GSM2674215,GSM2674216,GSM2674197,GSM2674198,GSM2674199,GSM2674200,GSM2674201,GSM2674202,GSM2674203,GSM2674204,GSM2674205,GSM2674206,GSM2674207,Ca_2,Ca_1,TSA_2,FAP_2,NS_2,NS_1,AP.7,AP.8,AP.9,AP.10
GSM2674214,1.0,0.9181300533955059,0.952796601963937,0.9020510615794044,0.926883277536812,0.902610028666665,0.9620466165351004,0.8820309397288657,0.9036332336673311,0.8851006759194802,0.9601309261343164,0.8981135433251363,0.897596782232859,0.9013651997534748,0.9051896146013733,0.8927364293157202,0.8923108146823259,0.9165993848080563,0.8549055496707331,0.88509896909754,0.8264955897721459,0.8813533524556818,0.9528872087584934,0.9522561634779034,0.9529388264117474,0.9419756643276834,0.9268235688592573,0.9347587310944275,0.935390713365987,0.9548158699913786
GSM2674208,0.9181300533955059,1.0,0.935917333344219,0.9229410846080487,0.9318429710355844,0.9248838749843238,0.8906623930883127,0.9164391367300193,0.9110898909395635,0.9096619116078888,0.9049796375395743,0.910808220731311,0.9089270941455191,0.8888416139468308,0.9250612997281484,0.9260070382105876,0.9287719777437119,0.9413690430920602,0.8904049634961176,0.9334317119579709,0.8503352925305879,0.9131878343621097,0.9222531719830372,0.9305334262329821,0.9004909062005483,0.9065916985888257,0.8956262750933498,0.9086277226294417,0.9145563314973566,0.922310639595653
GSM2674209,0.952796601963937,0.935917333344219,1.0,0.9279863242043583,0.9355458124229228,0.9381854619962846,0.9353758426610231,0.9124758203216791,0.9220136131507486,0.9208181900113088,0.9384276479379156,0.913559009395931,0.9187771116658268,0.9038783539964154,0.9359836112482128,0.922648956519209,0.9292687840749088,0.9431405755616709,0.9012313085636051,0.9206048462309231,0.8532412281215728,0.9028123663063924,0.9418381075384704,0.9474825183537215,0.9365140747921419,0.9397309565212343,0.9239162233725197,0.9318735715717815,0.9366270745185422,0.9446536839948958
GSM2674210,0.9020510615794044,0.9229410846080487,0.9279863242043583,1.0,0.8942025921744171,0.9411319777226638,0.858801563201817,0.9221028934476261,0.9218561090226614,0.9336341722092396,0.8961130516115201,0.908125770526614,0.91169265600403,0.8858716907805256,0.9216019152754608,0.9049469708720701,0.9249703372201413,0.9211072274739726,0.8940437260769847,0.9249060331277058,0.8664430897204841,0.9049946298494844,0.9036447218858742,0.8973927036212674,0.8757096827770121,0.8704482539240559,0.8746720680983383,0.8792193824318861,0.8844917494385783,0.8887775844926238
GSM2674211,0.926883277536812,0.9318429710355844,0.9355458124229228,0.8942025921744171,1.0,0.909731819626804,0.9020117495692768,0.9065330715553195,0.8981807368035549,0.91599090340495,0.9095696988392736,0.9158560425612293,0.924876673331258,0.898756417327149,0.922586450763147,0.9225218969550437,0.9244458278118414,0.9505846474455474,0.8977015538287383,0.9104590823893266,0.8554511535299762,0.9300325692090865,0.9304285439358667,0.938301763809467,0.91920805395947,0.9198563540839267,0.909895450924746,0.9318936123871595,0.9337587117670332,0.9315159989285605
GSM2674212,0.902610028666665,0.9248838749843238,0.9381854619962846,0.9411319777226638,0.909731819626804,1.0,0.866031792389103,0.9277569523127454,0.9206486994839271,0.9330093026582856,0.885001711403337,0.8960360268275731,0.926612309269176,0.8714733537227815,0.9312101985323454,0.9119683687665209,0.9400528938588858,0.9299734903657566,0.9106298935963352,0.9249469517949894,0.8938065962108483,0.9191594869068017,0.9018179877594372,0.9114106957949046,0.8773190124080361,0.876044118056748,0.8826760620080748,0.8860174989375436,0.8992814455052842,0.9027238777968895
GSM2674213,0.9620466165351004,0.8906623930883127,0.9353758426610231,0.858801563201817,0.9020117495692768,0.866031792389103,1.0,0.8376902518782117,0.8795425899759605,0.8457866688467995,0.9585710700697895,0.868208741436279,0.8616710306225213,0.8802517476751238,0.877252775678864,0.8530329873734962,0.8623038646389131,0.8751689136377039,0.8272964089007783,0.8448611455405937,0.7824626771815054,0.8384017742776594,0.935824422574045,0.9362003884134547,0.9522509732236263,0.9462963957919528,0.9177467787235986,0.9213496095596527,0.9259707123803448,0.9443471588623773
GSM2674215,0.8820309397288657,0.9164391367300193,0.9124758203216791,0.9221028934476261,0.9065330715553195,0.9277569523127454,0.8376902518782117,1.0,0.9083800184649847,0.9286740323100464,0.8654901421066998,0.9009419093049422,0.9045584000698653,0.8755584398832706,0.9100791866774427,0.9108858921763464,0.9202692246297599,0.9266520583726628,0.895547432894131,0.9252811742275184,0.8782028901442415,0.9220862882350976,0.8838117588692579,0.8891751298786216,0.8562028672901385,0.857560977740064,0.875671178278389,0.8639093117940367,0.8867973612596849,0.8756555470152851
GSM2674216,0.9036332336673311,0.9110898909395635,0.9220136131507486,0.9218561090226614,0.8981807368035549,0.9206486994839271,0.8795425899759605,0.9083800184649847,1.0,0.9127373577189603,0.8982344015455501,0.9023962810935666,0.9053215503952902,0.9042506170003912,0.9183864324244662,0.9062782181114154,0.9111607785346173,0.91438199107734,0.903395486877253,0.8996752365337607,0.8626218859610195,0.8974621659100519,0.9176159094497355,0.9129803190191293,0.8682351877340382,0.8745390282482011,0.8696860203834305,0.8795944777844144,0.8775911548574082,0.8972591012261992
GSM2674197,0.8851006759194802,0.9096619116078888,0.9208181900113088,0.9336341722092396,0.91599090340495,0.9330093026582856,0.8457866688467995,0.9286740323100464,0.9127373577189603,1.0,0.8756774424222145,0.9021671729431007,0.9258196963400496,0.87742394043133,0.9149801875520556,0.9145301943675039,0.9427266074472062,0.9298409402778359,0.9274886414818952,0.926938292159708,0.8813458888969886,0.9191668415474673,0.8885365793651182,0.8952082359182544,0.8741066969189167,0.8719839437914101,0.8786033977328971,0.886233723582244,0.8907512391064613,0.8869382523257542
GSM2674198,0.9601309261343164,0.9049796375395743,0.9384276479379156,0.8961130516115201,0.9095696988392736,0.885001711403337,0.9585710700697895,0.8654901421066998,0.8982344015455501,0.8756774424222145,1.0,0.8979178279689842,0.8882183737552789,0.9003446412602363,0.899865161026162,0.8720616890410142,0.8817518538355464,0.8909436504393251,0.8463696480918118,0.8668207954047813,0.7962541839271045,0.8647498550466612,0.9379866389655594,0.9335651160184084,0.9532636839803112,0.9376187643542142,0.9227243204701298,0.9307864353064172,0.9226791053793169,0.9451424619172767
GSM2674199,0.8981135433251363,0.910808220731311,0.913559009395931,0.908125770526614,0.9158560425612293,0.8960360268275731,0.868208741436279,0.9009419093049422,0.9023962810935666,0.9021671729431007,0.8979178279689842,1.0,0.8985208132491115,0.9074189333080517,0.920880121441348,0.903299554442432,0.9023294509271381,0.9245997967669388,0.8791076994653282,0.9125360641356992,0.8271266242395078,0.9065648101293114,0.9032843539215422,0.8893252153050941,0.8722190006304825,0.8728900938827266,0.8593978687850566,0.8711019552101387,0.8756312571947709,0.8842526600768554
GSM2674200,0.897596782232859,0.9089270941455191,0.9187771116658268,0.91169265600403,0.924876673331258,0.926612309269176,0.8616710306225213,0.9045584000698653,0.9053215503952902,0.9258196963400496,0.8882183737552789,0.8985208132491115,1.0,0.886282752255687,0.9118354659832624,0.9026882118909525,0.9330264166057107,0.9253950803233769,0.9065194374708894,0.9173306087333092,0.8741420463633147,0.9227012408091395,0.8956352758075475,0.9039942762358945,0.8822238482134916,0.8743664052128494,0.8798600483198419,0.8986654859219697,0.897685494714174,0.8998766133405287
GSM2674201,0.9013651997534748,0.8888416139468308,0.9038783539964154,0.8858716907805256,0.898756417327149,0.8714733537227815,0.8802517476751238,0.8755584398832706,0.9042506170003912,0.87742394043133,0.9003446412602363,0.9074189333080517,0.886282752255687,1.0,0.8749744216406823,0.876402493662619,0.8845744498164423,0.8903260399878469,0.8577644302181833,0.8673172210271203,0.8139355376891664,0.877517123028573,0.9178773651649323,0.8936094210464073,0.8720986403878265,0.8689057812802525,0.8642119108724247,0.87703236404035,0.8764163735872031,0.8931550757848156
GSM2674202,0.9051896146013733,0.9250612997281484,0.9359836112482128,0.9216019152754608,0.922586450763147,0.9312101985323454,0.877252775678864,0.9100791866774427,0.9183864324244662,0.9149801875520556,0.899865161026162,0.920880121441348,0.9118354659832624,0.8749744216406823,1.0,0.9187977000914006,0.9214773473418756,0.9373690199073473,0.898766159979363,0.921254585199664,0.8445089700394921,0.9100930219279233,0.9150151055028699,0.9189040979640422,0.8815475419651314,0.8890281596869765,0.8838774679504576,0.8874125218312445,0.8955747432568482,0.9010490758279479
GSM2674203,0.8927364293157202,0.9260070382105876,0.922648956519209,0.9049469708720701,0.9225218969550437,0.9119683687665209,0.8530329873734962,0.9108858921763464,0.9062782181114154,0.9145301943675039,0.8720616890410142,0.903299554442432,0.9026882118909525,0.876402493662619,0.9187977000914006,1.0,0.9256452429221081,0.9449952069016998,0.9009080003280906,0.9327377290013644,0.8561515920768263,0.9108636408274018,0.8965563107448395,0.9080672194314302,0.8707552148579838,0.8811738688994131,0.8652395022019491,0.8936693185263667,0.8860012582290105,0.8958826783014546
GSM2674204,0.8923108146823259,0.9287719777437119,0.9292687840749088,0.9249703372201413,0.9244458278118414,0.9400528938588858,0.8623038646389131,0.9202692246297599,0.9111607785346173,0.9427266074472062,0.8817518538355464,0.9023294509271381,0.9330264166057107,0.8845744498164423,0.9214773473418756,0.9256452429221081,1.0,0.938327985897108,0.9444063723751648,0.9465179195180125,0.8791372535864848,0.9162837994243431,0.9057776220150877,0.9141671804364868,0.8848860343710159,0.8933906142456912,0.8851273778004332,0.9048667358427143,0.9093341380918293,0.9077484922807454
GSM2674205,0.9165993848080563,0.9413690430920602,0.9431405755616709,0.9211072274739726,0.9505846474455474,0.9299734903657566,0.8751689136377039,0.9266520583726628,0.91438199107734,0.9298409402778359,0.8909436504393251,0.9245997967669388,0.9253950803233769,0.8903260399878469,0.9373690199073473,0.9449952069016998,0.938327985897108,1.0,0.9127056859238244,0.9457344572202409,0.8612356236981267,0.9276320992611866,0.9204871608581806,0.925075769287152,0.8992664948045871,0.9049801549778904,0.8951868147770572,0.9178962611848981,0.9164111978688978,0.9185239012612363
GSM2674206,0.8549055496707331,0.8904049634961176,0.9012313085636051,0.8940437260769847,0.8977015538287383,0.9106298935963352,0.8272964089007783,0.895547432894131,0.903395486877253,0.9274886414818952,0.8463696480918118,0.8791076994653282,0.9065194374708894,0.8577644302181833,0.898766159979363,0.9009080003280906,0.9444063723751648,0.9127056859238244,1.0,0.920887059760359,0.8624870329543868,0.8899452634135532,0.8773601199309515,0.8830951291286686,0.8479109822115997,0.8656360285559717,0.8519322290566165,0.8739101014116404,0.8756956848106349,0.8731206148497693
GSM2674207,0.88509896909754,0.9334317119579709,0.9206048462309231,0.9249060331277058,0.9104590823893266,0.9249469517949894,0.8448611455405937,0.9252811742275184,0.8996752365337607,0.926938292159708,0.8668207954047813,0.9125360641356992,0.9173306087333092,0.8673172210271203,0.921254585199664,0.9327377290013644,0.9465179195180125,0.9457344572202409,0.920887059760359,1.0,0.8540476168070973,0.9050741066948949,0.8962384061488103,0.8990396514604927,0.8642777926260693,0.8793407397985902,0.8628268595083511,0.8793289511746769,0.8869818211606328,0.8891999785384915
Ca_2,0.8264955897721459,0.8503352925305879,0.8532412281215728,0.8664430897204841,0.8554511535299762,0.8938065962108483,0.7824626771815054,0.8782028901442415,0.8626218859610195,0.8813458888969886,0.7962541839271045,0.8271266242395078,0.8741420463633147,0.8139355376891664,0.8445089700394921,0.8561515920768263,0.8791372535864848,0.8612356236981267,0.8624870329543868,0.8540476168070973,1.0,0.8836407349282489,0.8070881568102147,0.8262914829830272,0.7879571422348025,0.7838054339091578,0.8160745844858347,0.8212222113461858,0.8371935113412382,0.8252712627698333
Ca_1,0.8813533524556818,0.9131878343621097,0.9028123663063924,0.9049946298494844,0.9300325692090865,0.9191594869068017,0.8384017742776594,0.9220862882350976,0.8974621659100519,0.9191668415474673,0.8647498550466612,0.9065648101293114,0.9227012408091395,0.877517123028573,0.9100930219279233,0.9108636408274018,0.9162837994243431,0.9276320992611866,0.8899452634135532,0.9050741066948949,0.8836407349282489,1.0,0.875239152758638,0.8869894052735416,0.8501288996854076,0.8474128132277173,0.8616600836966627,0.8783588418629726,0.8859483876857217,0.8788875460481329
TSA_2,0.9528872087584934,0.9222531719830372,0.9418381075384704,0.9036447218858742,0.9304285439358667,0.9018179877594372,0.935824422574045,0.8838117588692579,0.9176159094497355,0.8885365793651182,0.9379866389655594,0.9032843539215422,0.8956352758075475,0.9178773651649323,0.9150151055028699,0.8965563107448395,0.9057776220150877,0.9204871608581806,0.8773601199309515,0.8962384061488103,0.8070881568102147,0.875239152758638,1.0,0.9615444398710382,0.9181372756452879,0.9228430001303924,0.9121533032682955,0.9197231700357447,0.9252206233329884,0.9405745775585059
FAP_2,0.9522561634779034,0.9305334262329821,0.9474825183537215,0.8973927036212674,0.938301763809467,0.9114106957949046,0.9362003884134547,0.8891751298786216,0.9129803190191293,0.8952082359182544,0.9335651160184084,0.8893252153050941,0.9039942762358945,0.8936094210464073,0.9189040979640422,0.9080672194314302,0.9141671804364868,0.925075769287152,0.8830951291286686,0.8990396514604927,0.8262914829830272,0.8869894052735416,0.9615444398710382,1.0,0.9243352458082441,0.9313046494306364,0.925181449936162,0.9366835735635859,0.9418035813402708,0.9563227972105528
NS_2,0.9529388264117474,0.9004909062005483,0.9365140747921419,0.8757096827770121,0.91920805395947,0.8773190124080361,0.9522509732236263,0.8562028672901385,0.8682351877340382,0.8741066969189167,0.9532636839803112,0.8722190006304825,0.8822238482134916,0.8720986403878265,0.8815475419651314,0.8707552148579838,0.8848860343710159,0.8992664948045871,0.8479109822115997,0.8642777926260693,0.7879571422348025,0.8501288996854076,0.9181372756452879,0.9243352458082441,1.0,0.9667421282451475,0.9457395500011696,0.9512014273413072,0.9445515520890263,0.949287600792732
NS_1,0.9419756643276834,0.9065916985888257,0.9397309565212343,0.8704482539240559,0.9198563540839267,0.876044118056748,0.9462963957919528,0.857560977740064,0.8745390282482011,0.8719839437914101,0.9376187643542142,0.8728900938827266,0.8743664052128494,0.8689057812802525,0.8890281596869765,0.8811738688994131,0.8933906142456912,0.9049801549778904,0.8656360285559717,0.8793407397985902,0.7838054339091578,0.8474128132277173,0.9228430001303924,0.9313046494306364,0.9667421282451475,1.0,0.9451173917140776,0.9487440570676037,0.9544447638735252,0.9453541922504107
AP.7,0.9268235688592573,0.8956262750933498,0.9239162233725197,0.8746720680983383,0.909895450924746,0.8826760620080748,0.9177467787235986,0.875671178278389,0.8696860203834305,0.8786033977328971,0.9227243204701298,0.8593978687850566,0.8798600483198419,0.8642119108724247,0.8838774679504576,0.8652395022019491,0.8851273778004332,0.8951868147770572,0.8519322290566165,0.8628268595083511,0.8160745844858347,0.8616600836966627,0.9121533032682955,0.925181449936162,0.9457395500011696,0.9451173917140776,1.0,0.9329378738883454,0.9635093016939976,0.9273250296884809
AP.8,0.9347587310944275,0.9086277226294417,0.9318735715717815,0.8792193824318861,0.9318936123871595,0.8860174989375436,0.9213496095596527,0.8639093117940367,0.8795944777844144,0.886233723582244,0.9307864353064172,0.8711019552101387,0.8986654859219697,0.87703236404035,0.8874125218312445,0.8936693185263667,0.9048667358427143,0.9178962611848981,0.8739101014116404,0.8793289511746769,0.8212222113461858,0.8783588418629726,0.9197231700357447,0.9366835735635859,0.9512014273413072,0.9487440570676037,0.9329378738883454,1.0,0.9437404271844805,0.9632446696249296
AP.9,0.935390713365987,0.9145563314973566,0.9366270745185422,0.8844917494385783,0.9337587117670332,0.8992814455052842,0.9259707123803448,0.8867973612596849,0.8775911548574082,0.8907512391064613,0.9226791053793169,0.8756312571947709,0.897685494714174,0.8764163735872031,0.8955747432568482,0.8860012582290105,0.9093341380918293,0.9164111978688978,0.8756956848106349,0.8869818211606328,0.8371935113412382,0.8859483876857217,0.9252206233329884,0.9418035813402708,0.9445515520890263,0.9544447638735252,0.9635093016939976,0.9437404271844805,1.0,0.9435346053009104
AP.10,0.9548158699913786,0.922310639595653,0.9446536839948958,0.8887775844926238,0.9315159989285605,0.9027238777968895,0.9443471588623773,0.8756555470152851,0.8972591012261992,0.8869382523257542,0.9451424619172767,0.8842526600768554,0.8998766133405287,0.8931550757848156,0.9010490758279479,0.8958826783014546,0.9077484922807454,0.9185239012612363,0.8731206148497693,0.8891999785384915,0.8252712627698333,0.8788875460481329,0.9405745775585059,0.9563227972105528,0.949287600792732,0.9453541922504107,0.9273250296884809,0.9632446696249296,0.9435346053009104,1.0
