,N1,N2,N3,N4,N5,N6,N7,N8,N9,N10,N11,N12,N13,N14,N15,N16,N17,N18,N19,N20,SSP_4,SSP_3,SSP_7,SSP_8,CA.1,CA.2,CA.3,CA.4,CL.1,CL.2,CL.3,CL.4,CL.5,CL.6,CL.7,CL.8,CL.9,CL.10,HP.1,HP.2,HP.3,HP.4,HP.5,HP.6
SSP_3,0.9490766150569486,0.9469574219119898,0.9453486824887026,0.9110064944429036,0.9172183098400691,0.9173204820479757,0.9047997189192538,0.9402699476487894,0.9423540435713988,0.9425164339620005,0.9484939667291458,0.947630704223998,0.9469297223645845,0.9442637843210753,0.9453419297803792,0.9113484342014667,0.9486834777253637,0.9165821837708058,0.946370014848841,0.9212545437726283,0.9434851755285266,1.0,0.9818938776291232,0.980271514610012,0.7667481178026367,0.7992497534060726,0.7111861901131941,0.8334634045963137,0.9197086887623372,0.925152369527792,0.9093616745357506,0.9337831397559312,0.9398720891683497,0.9404072093091569,0.9299882529785893,0.9380836723084759,0.9368928591914829,0.9382878521948453,0.9354480147880543,0.9444167833383098,0.9334511001364308,0.9234605968117168,0.9378253592260489,0.9290396088788061
SSP_7,0.9442511194306262,0.9416986712252815,0.942126691127129,0.9083837223459722,0.9139086423177911,0.9138878668116097,0.8953414011226715,0.9391428584276836,0.9413612857963459,0.9385670394308339,0.9410493189611518,0.9439907160121338,0.9452275474648417,0.9419270910105938,0.9385899312733782,0.9034345977648196,0.9372356710554858,0.9085733147969766,0.9436678126006728,0.9126979055324538,0.9447608524526034,0.9818938776291232,1.0,0.9792045189294148,0.7717034487454169,0.7950874044564419,0.7154375098681233,0.8336843113444325,0.919984538575972,0.9260280039025065,0.9012471845339762,0.9341107138531561,0.9371269427037018,0.9341549671173516,0.9283586906171101,0.9349292188695418,0.9373415919187522,0.9317840138929414,0.9291108733716532,0.9423434912723913,0.9301274635630555,0.9179228340821547,0.9399019692648908,0.9339969622603592
SSP_8,0.9350702533515439,0.9319129016728954,0.929607226536182,0.9014092925564046,0.9049823189814726,0.9093689510663304,0.8944654528719257,0.9295133842525366,0.9383513127711406,0.933200283870526,0.9347859342114193,0.9335380766063403,0.9335379665374988,0.9315743865516231,0.9260511099853062,0.9007808464698567,0.9333477502221216,0.9059055868292875,0.9331072703456785,0.9074916349719877,0.9374427548703359,0.980271514610012,0.9792045189294148,1.0,0.7781677158519128,0.8276513226442339,0.727732065295982,0.8463512916738127,0.9078026998961212,0.9134897318110046,0.8768418527208127,0.9195127442272354,0.9256346695012955,0.9191767163323149,0.909938051520401,0.9216188283186896,0.9210093755291208,0.9203148212837083,0.918523610602633,0.9369620588873109,0.922218050801109,0.9055516829967432,0.9291527337408826,0.9429865362816585
CA.1,0.7159561548256684,0.7251682211025658,0.7166199395007914,0.7288734115482493,0.7297988752653329,0.733622424902477,0.7349712996982318,0.7426543698597777,0.7443575089724558,0.7470998583212498,0.7347154439871161,0.7467994834674999,0.7318129960957012,0.7200001870354329,0.714363179154904,0.7439477228843446,0.7386654346581566,0.7294826090516864,0.7455546380257199,0.7446240639954548,0.7917677303393951,0.7667481178026367,0.7717034487454169,0.7781677158519128,1.0,0.8178965097874044,0.841203777909096,0.9101109629108135,0.7873338439739497,0.7840076456382058,0.7237207185681896,0.7745428153299243,0.7737143807916687,0.7587507471981982,0.7753141111859854,0.7899671104718659,0.7557914079047153,0.7724805065749153,0.7851831423999819,0.8099645884717771,0.7890321048322794,0.7080570864536975,0.7294167019105395,0.8145109463258239
CA.2,0.7627963864185392,0.7679799065154813,0.7410525017468047,0.7755928469338081,0.7755874932117166,0.7938092339912631,0.7897297235381046,0.7870624380861448,0.8115209153970512,0.8008668296119887,0.7736215741380376,0.7747969832455898,0.7635512006667663,0.7675182000131299,0.7389654976511042,0.8173366176448383,0.781676754962662,0.811522337138348,0.7776312398024524,0.7979122260132502,0.7356223172443546,0.7992497534060726,0.7950874044564419,0.8276513226442339,0.8178965097874044,1.0,0.8008536263588845,0.8930178132800147,0.7716943225256649,0.7520890129934528,0.6673769917700686,0.7527334008425859,0.7726792643147563,0.7269354114018883,0.766014460037707,0.784164068337282,0.7427724584998846,0.7603834387435343,0.7787161145121555,0.7801018019403873,0.7955424419236558,0.711301765685893,0.713198114420854,0.8525197810592107
CA.3,0.6785594238634026,0.6852492274622357,0.668546932693818,0.6169992035172851,0.6246679569815167,0.630395853215371,0.6265238206668946,0.6602667010195843,0.6818581519430663,0.6769067624257509,0.6529101643887615,0.6735426214247461,0.6539025237250413,0.638913566160243,0.6670798819881086,0.6505610464887859,0.6601414943765829,0.6736395077474513,0.663486086294734,0.6557784712867215,0.6942954705624675,0.7111861901131941,0.7154375098681233,0.727732065295982,0.841203777909096,0.8008536263588845,1.0,0.8446710948448054,0.7364899113167074,0.741040063764549,0.6551522995700242,0.7136708881324352,0.7151863481744005,0.6877689330398645,0.7104471073738261,0.7156675858641528,0.7116933234184085,0.7228156108986328,0.6907935055094426,0.7467103946257925,0.709967780126634,0.6553833437270805,0.6600019713712235,0.7290702935711653
CA.4,0.795475842164234,0.8034837895030177,0.7912290710776215,0.8094929220708617,0.8128761934812911,0.8199026208623287,0.816658497866277,0.8252794556260505,0.8337303805880162,0.8315463056306454,0.8149507988065892,0.8245765940961293,0.8117623499758665,0.8051659205015725,0.7878452728852396,0.8265271516284354,0.8215182558280977,0.8093932485821524,0.822015879712554,0.8213198783240757,0.832509702178453,0.8334634045963137,0.8336843113444325,0.8463512916738127,0.9101109629108135,0.8930178132800147,0.8446710948448054,1.0,0.8443989208911887,0.8365061965973104,0.7718320049570568,0.8332424702829374,0.8368152851144542,0.8180896832948074,0.8371820167085829,0.8529746127040057,0.8157134350864645,0.8362597340551473,0.8473467578781714,0.8528158576382168,0.8453862212394785,0.7772847572400535,0.7881994269466244,0.8764674475905049
CL.1,0.9549028150278285,0.953783109309171,0.9587332257948111,0.9128173398128809,0.9197966743512924,0.9180028647276975,0.9036204188603096,0.9474460248847631,0.9405036517049233,0.9532442724930952,0.9492130849464812,0.9587518080070435,0.9512491792076163,0.9397767560710225,0.9463072687069096,0.9140495896727137,0.9479436005080547,0.9077838212585324,0.9528978406957969,0.9314125242827992,0.9138182656019999,0.9197086887623372,0.919984538575972,0.9078026998961212,0.7873338439739497,0.7716943225256649,0.7364899113167074,0.8443989208911887,1.0,0.9723088447769234,0.9421272187821643,0.9668623029189587,0.9525516590394814,0.9535943018475092,0.9636890101531287,0.9596130113270631,0.961364029106355,0.9631593812367258,0.9499517376239053,0.9461346482507663,0.9137195049625968,0.9094566850811289,0.9105772692474317,0.9041124545093253
CL.2,0.9494185480889301,0.9434916740050071,0.9574048492931951,0.907521542875394,0.9080259680423304,0.9089310523473115,0.8905066185250213,0.9348375397008306,0.9317435381232955,0.9409800697686644,0.9458924434206863,0.9546406115980293,0.9460095573708638,0.9317539051420413,0.9436811311611156,0.8923277953973929,0.9371779163996105,0.8948415277869181,0.9486802763337111,0.9169672625256913,0.9308420767936723,0.925152369527792,0.9260280039025065,0.9134897318110046,0.7840076456382058,0.7520890129934528,0.741040063764549,0.8365061965973104,0.9723088447769234,1.0,0.9508189978436519,0.9635558001682731,0.9571183108313686,0.9612581657292796,0.9532726365224449,0.9578201921967464,0.9622399370195747,0.9578873352772751,0.9375844565743346,0.9529337487814912,0.9238131122503365,0.9281106672169578,0.9332371266051425,0.9048016209220129
CL.3,0.933326063184495,0.9269548465908093,0.9426441492465935,0.8902361365400812,0.8955696413384526,0.8887707584579483,0.8755638228274643,0.9161770383706495,0.9017036366480022,0.9156416964228689,0.935112592560044,0.938667572554724,0.9314469327306347,0.9187249863061193,0.936845519052257,0.8696770734075853,0.9262240871040316,0.8727156822270243,0.9322956794426311,0.8991973428035827,0.9249169943526393,0.9093616745357506,0.9012471845339762,0.8768418527208127,0.7237207185681896,0.6673769917700686,0.6551522995700242,0.7718320049570568,0.9421272187821643,0.9508189978436519,1.0,0.9439353283168201,0.9390135172871031,0.9625450057424584,0.9368542189714597,0.9410903275364727,0.946069739823055,0.9464309438417826,0.9403167870283247,0.9320838244441405,0.9139953227631935,0.9403199972716098,0.9238346404253215,0.8531098458744221
CL.4,0.955901461669851,0.9535359709844061,0.9621235963462509,0.9200296504045862,0.9292202744145568,0.9234195018670865,0.9082211402230813,0.9505024192859874,0.9456028714956337,0.9512802166386269,0.9537431496522952,0.963030762520041,0.960431168268927,0.9512345396014324,0.9487822005147031,0.9136767340063892,0.9552693883358796,0.9042483552312038,0.9612216303472829,0.9307976023924159,0.93572105311566,0.9337831397559312,0.9341107138531561,0.9195127442272354,0.7745428153299243,0.7527334008425859,0.7136708881324352,0.8332424702829374,0.9668623029189587,0.9635558001682731,0.9439353283168201,1.0,0.9594719695528975,0.9691679270764192,0.9679836627232825,0.973141150042897,0.9654760767876244,0.9644433488073174,0.9554449665880683,0.9357847930180664,0.9191948451839208,0.9227155278484044,0.9257402399069083,0.9016608739503896
CL.5,0.9534473347126086,0.9456619931247029,0.9554672873081316,0.9193968395077918,0.9214802976406314,0.921156459805383,0.9089016304874823,0.9467032350740381,0.948672224977791,0.9444335739351075,0.9586792449764214,0.9592642105814296,0.9594782822933559,0.9436889781936837,0.9570076155666845,0.9070253186580642,0.9457629683305265,0.9163242053426839,0.9611838418168376,0.9262270868190362,0.9301889819198695,0.9398720891683497,0.9371269427037018,0.9256346695012955,0.7737143807916687,0.7726792643147563,0.7151863481744005,0.8368152851144542,0.9525516590394814,0.9571183108313686,0.9390135172871031,0.9594719695528975,1.0,0.964253057472708,0.9624537868860898,0.965007233475405,0.9572138539517961,0.9651839897360062,0.9469834712614184,0.9575190790882966,0.9457086017962126,0.9404499834062664,0.9462990163442543,0.9169036974869545
CL.6,0.9510143901456125,0.9504551508493773,0.9640051708555359,0.9253316584040713,0.9324716978933104,0.9250645410992415,0.9143827725475361,0.9477190732555673,0.9355921562040281,0.9445703240512894,0.9596304805892832,0.9617802378005958,0.9613415891143882,0.9511418152207598,0.9568845922897466,0.9048324040992162,0.9559717319080253,0.8990981446398484,0.9614429182647058,0.9299583269985242,0.947691258378859,0.9404072093091569,0.9341549671173516,0.9191767163323149,0.7587507471981982,0.7269354114018883,0.6877689330398645,0.8180896832948074,0.9535943018475092,0.9612581657292796,0.9625450057424584,0.9691679270764192,0.964253057472708,1.0,0.9603580971260487,0.9707180768142117,0.9590462577361754,0.9707136059106708,0.9608253447393311,0.9462558820592847,0.9383146896745181,0.9390509384638197,0.9412412703337661,0.8985098189178232
CL.7,0.9521747666169287,0.9584522344731291,0.9572251168798442,0.9169940328054399,0.9306016228790891,0.9241179187134079,0.9118088384760327,0.9555271218999533,0.9437591981774286,0.9534396718785583,0.9531796156120852,0.9608045495530935,0.9599912009914943,0.9513343605148489,0.9544718891108871,0.921152387274722,0.95358131874307,0.9097128159890582,0.9611822484845591,0.9340222189329234,0.9129057018652784,0.9299882529785893,0.9283586906171101,0.909938051520401,0.7753141111859854,0.766014460037707,0.7104471073738261,0.8371820167085829,0.9636890101531287,0.9532726365224449,0.9368542189714597,0.9679836627232825,0.9624537868860898,0.9603580971260487,1.0,0.9681459726035647,0.9621550886699012,0.9680309109087635,0.9476890634924947,0.9307198305714559,0.9110166505984125,0.9142934883713862,0.9163962492843666,0.8955448929648416
CL.8,0.9513139592372374,0.9502550317097957,0.9578826384429543,0.9383434584683732,0.9424968483798907,0.9404008429097951,0.9285447545174909,0.9545884354858258,0.9506643356200553,0.9554673811453195,0.9582708164607628,0.967558990578015,0.9627374617624529,0.9533936792136757,0.9449778483715952,0.9328579603453746,0.9599961885184765,0.9239765024910288,0.9684972705858019,0.9476486217291514,0.9345198936373911,0.9380836723084759,0.9349292188695418,0.9216188283186896,0.7899671104718659,0.784164068337282,0.7156675858641528,0.8529746127040057,0.9596130113270631,0.9578201921967464,0.9410903275364727,0.973141150042897,0.965007233475405,0.9707180768142117,0.9681459726035647,1.0,0.9528191710656182,0.965248061744853,0.9631914004137128,0.9409281942275882,0.9474695426618203,0.9221924124320964,0.9204130742775977,0.9162988394139592
CL.9,0.9580365109109449,0.9557184618015784,0.9616098114126448,0.9038542303770188,0.9146235597381613,0.9105679651878409,0.8926384711681817,0.9451359077770469,0.9402305238012133,0.945137911441793,0.9498159376085646,0.9572332075135105,0.9569455113822581,0.9452912455581106,0.9553189481921658,0.8950868892672726,0.9435820959399008,0.8974753174756157,0.950182011524206,0.9163945345770983,0.9229966120792806,0.9368928591914829,0.9373415919187522,0.9210093755291208,0.7557914079047153,0.7427724584998846,0.7116933234184085,0.8157134350864645,0.961364029106355,0.9622399370195747,0.946069739823055,0.9654760767876244,0.9572138539517961,0.9590462577361754,0.9621550886699012,0.9528191710656182,1.0,0.960769734034496,0.9383444472429411,0.9427425039518896,0.9065962417988199,0.9301356110130002,0.9382447014860341,0.8886640530940461
CL.10,0.9550898742152064,0.9592031013160977,0.9592481025981459,0.9170145342130251,0.9270752988803522,0.9221676862534596,0.9141806515607583,0.9537643488452683,0.9447620323774053,0.9523746275875578,0.9565978452050468,0.9627007674793769,0.9595550023459964,0.9475350254901916,0.9609765183050522,0.91275646946475,0.957036253112575,0.9121195254651125,0.9568294538293866,0.9311221049621988,0.9247929063374343,0.9382878521948453,0.9317840138929414,0.9203148212837083,0.7724805065749153,0.7603834387435343,0.7228156108986328,0.8362597340551473,0.9631593812367258,0.9578873352772751,0.9464309438417826,0.9644433488073174,0.9651839897360062,0.9707136059106708,0.9680309109087635,0.965248061744853,0.960769734034496,1.0,0.9579778509285528,0.9446288802136972,0.9261097991363532,0.9357809964035514,0.9245036546745472,0.8976478199667343
HP.1,0.9445252277130319,0.9473807551929386,0.9500573866948323,0.9401376644496191,0.9476140618206597,0.9429740461505484,0.9379995254012542,0.9574914486517139,0.9474513577571969,0.9587925743760023,0.9605392107839288,0.96437150031539,0.9594718876368596,0.952760488707046,0.9429891530921756,0.9359051512013581,0.9614979443444768,0.9203467658313301,0.9608723019191586,0.9480824091119967,0.9354723099602803,0.9354480147880543,0.9291108733716532,0.918523610602633,0.7851831423999819,0.7787161145121555,0.6907935055094426,0.8473467578781714,0.9499517376239053,0.9375844565743346,0.9403167870283247,0.9554449665880683,0.9469834712614184,0.9608253447393311,0.9476890634924947,0.9631914004137128,0.9383444472429411,0.9579778509285528,1.0,0.9373844088792879,0.9477804423975796,0.9264740555955038,0.9150496788672533,0.9188749070254014
HP.2,0.9330048545860935,0.9227318712291022,0.9327617802204027,0.8970976077541638,0.8938524954344355,0.8984311011472838,0.8854551466636313,0.9237700815382522,0.9300961553885031,0.925322656766104,0.9367684920753013,0.9380127862558625,0.9326404549688104,0.9163076461732442,0.9315779067722675,0.8863074588867588,0.9222604410877014,0.8997273276138155,0.9355961643132549,0.9046355390492504,0.9438182951460254,0.9444167833383098,0.9423434912723913,0.9369620588873109,0.8099645884717771,0.7801018019403873,0.7467103946257925,0.8528158576382168,0.9461346482507663,0.9529337487814912,0.9320838244441405,0.9357847930180664,0.9575190790882966,0.9462558820592847,0.9307198305714559,0.9409281942275882,0.9427425039518896,0.9446288802136972,0.9373844088792879,1.0,0.9451140277057434,0.9328030532794261,0.9419971827939276,0.9315214580726259
HP.3,0.9202107184919343,0.9135332724309304,0.9258824755147996,0.9191343076780359,0.912678370874686,0.9155128695720176,0.9087624591862534,0.918986865888073,0.9241150365845431,0.9225520183138443,0.9340765046988367,0.9372994174318838,0.9293678957301222,0.9148614782805408,0.9183021716418764,0.9077392049840581,0.9258744423947799,0.9189711184495701,0.9426757933988029,0.9283033459829017,0.9356976036367447,0.9334511001364308,0.9301274635630555,0.922218050801109,0.7890321048322794,0.7955424419236558,0.709967780126634,0.8453862212394785,0.9137195049625968,0.9238131122503365,0.9139953227631935,0.9191948451839208,0.9457086017962126,0.9383146896745181,0.9110166505984125,0.9474695426618203,0.9065962417988199,0.9261097991363532,0.9477804423975796,0.9451140277057434,1.0,0.9241070156602279,0.9175025169510341,0.9342657887758791
HP.4,0.9325509291518804,0.926674755615228,0.9354377985216146,0.9023730998924402,0.901489322422213,0.9038249308366464,0.8880435587166602,0.9253789603692595,0.9246040681311756,0.9256753875981074,0.9408254323428173,0.9364019835785515,0.9329301572138339,0.925041973939188,0.9347432462529935,0.8788633635715496,0.9235552157711988,0.8996633259787412,0.9302263440344529,0.9000451696816101,0.9163530339234955,0.9234605968117168,0.9179228340821547,0.9055516829967432,0.7080570864536975,0.711301765685893,0.6553833437270805,0.7772847572400535,0.9094566850811289,0.9281106672169578,0.9403199972716098,0.9227155278484044,0.9404499834062664,0.9390509384638197,0.9142934883713862,0.9221924124320964,0.9301356110130002,0.9357809964035514,0.9264740555955038,0.9328030532794261,0.9241070156602279,1.0,0.9458273656203926,0.8841907865681139
HP.5,0.9294496758140595,0.9195804248083185,0.939113757648192,0.9049800030495837,0.904119759577085,0.9030057532169984,0.882741129770436,0.9267124792629879,0.9242461713997159,0.9195033442767901,0.9414749951846472,0.9385243379423696,0.9419472298142406,0.9318387622829452,0.9354043761906607,0.8648442305254807,0.920817517027263,0.8735875719219259,0.9353777569542459,0.8882534814455194,0.945902974672357,0.9378253592260489,0.9399019692648908,0.9291527337408826,0.7294167019105395,0.713198114420854,0.6600019713712235,0.7881994269466244,0.9105772692474317,0.9332371266051425,0.9238346404253215,0.9257402399069083,0.9462990163442543,0.9412412703337661,0.9163962492843666,0.9204130742775977,0.9382447014860341,0.9245036546745472,0.9150496788672533,0.9419971827939276,0.9175025169510341,0.9458273656203926,1.0,0.9186625918463542
HP.6,0.9034968575446908,0.8984234244592205,0.9037139019939104,0.9195550824693041,0.9099509627520007,0.9219727584041215,0.9095104694394033,0.9219858206515994,0.9340353198321636,0.9251467704858919,0.9279955307115855,0.924830962997664,0.9201208511897869,0.9132133006340114,0.8938379470187355,0.909870079472413,0.9163001951633708,0.9038285757983171,0.9303562275022536,0.9137607108985712,0.9230357044409089,0.9290396088788061,0.9339969622603592,0.9429865362816585,0.8145109463258239,0.8525197810592107,0.7290702935711653,0.8764674475905049,0.9041124545093253,0.9048016209220129,0.8531098458744221,0.9016608739503896,0.9169036974869545,0.8985098189178232,0.8955448929648416,0.9162988394139592,0.8886640530940461,0.8976478199667343,0.9188749070254014,0.9315214580726259,0.9342657887758791,0.8841907865681139,0.9186625918463542,1.0
